id;type;year;region;;;;;;;
1598;conventional;2015;NorthernNewEngland;;;;;;;
1599;conventional;2015;NorthernNewEngland;;;;;;;
1600;conventional;2015;NorthernNewEngland;;;;;;;
1601;conventional;2015;NorthernNewEngland;;;;;;;
1602;conventional;2015;NorthernNewEngland;;;;;;;
1603;conventional;2015;NorthernNewEngland;;;;;;;
1604;conventional;2015;NorthernNewEngland;;;;;;;
1605;conventional;2015;NorthernNewEngland;;;;;;;
1606;conventional;2015;NorthernNewEngland;;;;;;;
1607;conventional;2015;NorthernNewEngland;;;;;;;
1608;conventional;2015;NorthernNewEngland;;;;;;;
1609;conventional;2015;NorthernNewEngland;;;;;;;
1610;conventional;2015;NorthernNewEngland;;;;;;;
1611;conventional;2015;NorthernNewEngland;;;;;;;
1612;conventional;2015;NorthernNewEngland;;;;;;;
1613;conventional;2015;Orlando;;;;;;;
1614;conventional;2015;Orlando;;;;;;;
1615;conventional;2015;Orlando;;;;;;;
1616;conventional;2015;Orlando;;;;;;;
1617;conventional;2015;Orlando;;;;;;;
1618;conventional;2015;Orlando;;;;;;;
1619;conventional;2015;Orlando;;;;;;;
1620;conventional;2015;Orlando;;;;;;;
1621;conventional;2015;Orlando;;;;;;;
1622;conventional;2015;Orlando;;;;;;;
1623;conventional;2015;Orlando;;;;;;;
1624;conventional;2015;Orlando;;;;;;;
1625;conventional;2015;Orlando;;;;;;;
1626;conventional;2015;Orlando;;;;;;;
1627;conventional;2015;Orlando;;;;;;;
1628;conventional;2015;Orlando;;;;;;;
1629;conventional;2015;Orlando;;;;;;;
1630;conventional;2015;Orlando;;;;;;;
1631;conventional;2015;Orlando;;;;;;;
1632;conventional;2015;Orlando;;;;;;;
1633;conventional;2015;Orlando;;;;;;;
1634;conventional;2015;Orlando;;;;;;;
1635;conventional;2015;Orlando;;;;;;;
1636;conventional;2015;Orlando;;;;;;;
1637;conventional;2015;Orlando;;;;;;;
1638;conventional;2015;Orlando;;;;;;;
1639;conventional;2015;Orlando;;;;;;;
1640;conventional;2015;Orlando;;;;;;;
1641;conventional;2015;Orlando;;;;;;;
1642;conventional;2015;Orlando;;;;;;;
1643;conventional;2015;Orlando;;;;;;;
1644;conventional;2015;Orlando;;;;;;;
1645;conventional;2015;Orlando;;;;;;;
1646;conventional;2015;Orlando;;;;;;;
1647;conventional;2015;Orlando;;;;;;;
1648;conventional;2015;Orlando;;;;;;;
1649;conventional;2015;Orlando;;;;;;;
1650;conventional;2015;Orlando;;;;;;;
1651;conventional;2015;Orlando;;;;;;;
1652;conventional;2015;Orlando;;;;;;;
1653;conventional;2015;Orlando;;;;;;;
1654;conventional;2015;Orlando;;;;;;;
1655;conventional;2015;Orlando;;;;;;;
1656;conventional;2015;Orlando;;;;;;;
1657;conventional;2015;Orlando;;;;;;;
1658;conventional;2015;Orlando;;;;;;;
1659;conventional;2015;Orlando;;;;;;;
1660;conventional;2015;Orlando;;;;;;;
1661;conventional;2015;Orlando;;;;;;;
1662;conventional;2015;Orlando;;;;;;;
1663;conventional;2015;Orlando;;;;;;;
1664;conventional;2015;Orlando;;;;;;;
1665;conventional;2015;Philadelphia;;;;;;;
1666;conventional;2015;Philadelphia;;;;;;;
1667;conventional;2015;Philadelphia;;;;;;;
1668;conventional;2015;Philadelphia;;;;;;;
1669;conventional;2015;Philadelphia;;;;;;;
1670;conventional;2015;Philadelphia;;;;;;;
1671;conventional;2015;Philadelphia;;;;;;;
1672;conventional;2015;Philadelphia;;;;;;;
1673;conventional;2015;Philadelphia;;;;;;;
1674;conventional;2015;Philadelphia;;;;;;;
1675;conventional;2015;Philadelphia;;;;;;;
1676;conventional;2015;Philadelphia;;;;;;;
1677;conventional;2015;Philadelphia;;;;;;;
1678;conventional;2015;Philadelphia;;;;;;;
1679;conventional;2015;Philadelphia;;;;;;;
1680;conventional;2015;Philadelphia;;;;;;;
1681;conventional;2015;Philadelphia;;;;;;;
1682;conventional;2015;Philadelphia;;;;;;;
1683;conventional;2015;Philadelphia;;;;;;;
1684;conventional;2015;Philadelphia;;;;;;;
1685;conventional;2015;Philadelphia;;;;;;;
1686;conventional;2015;Philadelphia;;;;;;;
1687;conventional;2015;Philadelphia;;;;;;;
1688;conventional;2015;Philadelphia;;;;;;;
1689;conventional;2015;Philadelphia;;;;;;;
1690;conventional;2015;Philadelphia;;;;;;;
1691;conventional;2015;Philadelphia;;;;;;;
1692;conventional;2015;Philadelphia;;;;;;;
1693;conventional;2015;Philadelphia;;;;;;;
1694;conventional;2015;Philadelphia;;;;;;;
1695;conventional;2015;Philadelphia;;;;;;;
1696;conventional;2015;Philadelphia;;;;;;;
1697;conventional;2015;Philadelphia;;;;;;;
1698;conventional;2015;Philadelphia;;;;;;;
1699;conventional;2015;Philadelphia;;;;;;;
1700;conventional;2015;Philadelphia;;;;;;;
1701;conventional;2015;Philadelphia;;;;;;;
1702;conventional;2015;Philadelphia;;;;;;;
1703;conventional;2015;Philadelphia;;;;;;;
1704;conventional;2015;Philadelphia;;;;;;;
1705;conventional;2015;Philadelphia;;;;;;;
1706;conventional;2015;Philadelphia;;;;;;;
1707;conventional;2015;Philadelphia;;;;;;;
1708;conventional;2015;Philadelphia;;;;;;;
1709;conventional;2015;Philadelphia;;;;;;;
1710;conventional;2015;Philadelphia;;;;;;;
1711;conventional;2015;Philadelphia;;;;;;;
1712;conventional;2015;Philadelphia;;;;;;;
1713;conventional;2015;Philadelphia;;;;;;;
1714;conventional;2015;Philadelphia;;;;;;;
1715;conventional;2015;Philadelphia;;;;;;;
1716;conventional;2015;Philadelphia;;;;;;;
1717;conventional;2015;PhoenixTucson;;;;;;;
1718;conventional;2015;PhoenixTucson;;;;;;;
1719;conventional;2015;PhoenixTucson;;;;;;;
1720;conventional;2015;PhoenixTucson;;;;;;;
1721;conventional;2015;PhoenixTucson;;;;;;;
1722;conventional;2015;PhoenixTucson;;;;;;;
1723;conventional;2015;PhoenixTucson;;;;;;;
1724;conventional;2015;PhoenixTucson;;;;;;;
1725;conventional;2015;PhoenixTucson;;;;;;;
1726;conventional;2015;PhoenixTucson;;;;;;;
1727;conventional;2015;PhoenixTucson;;;;;;;
1728;conventional;2015;PhoenixTucson;;;;;;;
1729;conventional;2015;PhoenixTucson;;;;;;;
1730;conventional;2015;PhoenixTucson;;;;;;;
1731;conventional;2015;PhoenixTucson;;;;;;;
1732;conventional;2015;PhoenixTucson;;;;;;;
1733;conventional;2015;PhoenixTucson;;;;;;;
1734;conventional;2015;PhoenixTucson;;;;;;;
1735;conventional;2015;PhoenixTucson;;;;;;;
1736;conventional;2015;PhoenixTucson;;;;;;;
1737;conventional;2015;PhoenixTucson;;;;;;;
1738;conventional;2015;PhoenixTucson;;;;;;;
1739;conventional;2015;PhoenixTucson;;;;;;;
1740;conventional;2015;PhoenixTucson;;;;;;;
1741;conventional;2015;PhoenixTucson;;;;;;;
1742;conventional;2015;PhoenixTucson;;;;;;;
1743;conventional;2015;PhoenixTucson;;;;;;;
1744;conventional;2015;PhoenixTucson;;;;;;;
1745;conventional;2015;PhoenixTucson;;;;;;;
1746;conventional;2015;PhoenixTucson;;;;;;;
1747;conventional;2015;PhoenixTucson;;;;;;;
1748;conventional;2015;PhoenixTucson;;;;;;;
1749;conventional;2015;PhoenixTucson;;;;;;;
1750;conventional;2015;PhoenixTucson;;;;;;;
1751;conventional;2015;PhoenixTucson;;;;;;;
1752;conventional;2015;PhoenixTucson;;;;;;;
1753;conventional;2015;PhoenixTucson;;;;;;;
1754;conventional;2015;PhoenixTucson;;;;;;;
1755;conventional;2015;PhoenixTucson;;;;;;;
1756;conventional;2015;PhoenixTucson;;;;;;;
1757;conventional;2015;PhoenixTucson;;;;;;;
1758;conventional;2015;PhoenixTucson;;;;;;;
1759;conventional;2015;PhoenixTucson;;;;;;;
1760;conventional;2015;PhoenixTucson;;;;;;;
1761;conventional;2015;PhoenixTucson;;;;;;;
1762;conventional;2015;PhoenixTucson;;;;;;;
1763;conventional;2015;PhoenixTucson;;;;;;;
1764;conventional;2015;PhoenixTucson;;;;;;;
1765;conventional;2015;PhoenixTucson;;;;;;;
1766;conventional;2015;PhoenixTucson;;;;;;;
1767;conventional;2015;PhoenixTucson;;;;;;;
1768;conventional;2015;PhoenixTucson;;;;;;;
1769;conventional;2015;Pittsburgh;;;;;;;
1770;conventional;2015;Pittsburgh;;;;;;;
1771;conventional;2015;Pittsburgh;;;;;;;
1772;conventional;2015;Pittsburgh;;;;;;;
1773;conventional;2015;Pittsburgh;;;;;;;
1774;conventional;2015;Pittsburgh;;;;;;;
1775;conventional;2015;Pittsburgh;;;;;;;
1776;conventional;2015;Pittsburgh;;;;;;;
1777;conventional;2015;Pittsburgh;;;;;;;
1778;conventional;2015;Pittsburgh;;;;;;;
1779;conventional;2015;Pittsburgh;;;;;;;
1780;conventional;2015;Pittsburgh;;;;;;;
1781;conventional;2015;Pittsburgh;;;;;;;
1782;conventional;2015;Pittsburgh;;;;;;;
1783;conventional;2015;Pittsburgh;;;;;;;
1784;conventional;2015;Pittsburgh;;;;;;;
1785;conventional;2015;Pittsburgh;;;;;;;
1786;conventional;2015;Pittsburgh;;;;;;;
1787;conventional;2015;Pittsburgh;;;;;;;
1788;conventional;2015;Pittsburgh;;;;;;;
1789;conventional;2015;Pittsburgh;;;;;;;
1790;conventional;2015;Pittsburgh;;;;;;;
1791;conventional;2015;Pittsburgh;;;;;;;
1792;conventional;2015;Pittsburgh;;;;;;;
1793;conventional;2015;Pittsburgh;;;;;;;
1794;conventional;2015;Pittsburgh;;;;;;;
1795;conventional;2015;Pittsburgh;;;;;;;
1796;conventional;2015;Pittsburgh;;;;;;;
1797;conventional;2015;Pittsburgh;;;;;;;
1798;conventional;2015;Pittsburgh;;;;;;;
1799;conventional;2015;Pittsburgh;;;;;;;
1800;conventional;2015;Pittsburgh;;;;;;;
1801;conventional;2015;Pittsburgh;;;;;;;
1802;conventional;2015;Pittsburgh;;;;;;;
1803;conventional;2015;Pittsburgh;;;;;;;
1804;conventional;2015;Pittsburgh;;;;;;;
1805;conventional;2015;Pittsburgh;;;;;;;
1806;conventional;2015;Pittsburgh;;;;;;;
1807;conventional;2015;Pittsburgh;;;;;;;
1808;conventional;2015;Pittsburgh;;;;;;;
1809;conventional;2015;Pittsburgh;;;;;;;
1810;conventional;2015;Pittsburgh;;;;;;;
1811;conventional;2015;Pittsburgh;;;;;;;
1812;conventional;2015;Pittsburgh;;;;;;;
1813;conventional;2015;Pittsburgh;;;;;;;
1814;conventional;2015;Pittsburgh;;;;;;;
1815;conventional;2015;Pittsburgh;;;;;;;
1816;conventional;2015;Pittsburgh;;;;;;;
1817;conventional;2015;Pittsburgh;;;;;;;
1818;conventional;2015;Pittsburgh;;;;;;;
1819;conventional;2015;Pittsburgh;;;;;;;
1820;conventional;2015;Pittsburgh;;;;;;;
1821;conventional;2015;Plains;;;;;;;
1822;conventional;2015;Plains;;;;;;;
1823;conventional;2015;Plains;;;;;;;
1824;conventional;2015;Plains;;;;;;;
1825;conventional;2015;Plains;;;;;;;
1826;conventional;2015;Plains;;;;;;;
1827;conventional;2015;Plains;;;;;;;
1828;conventional;2015;Plains;;;;;;;
1829;conventional;2015;Plains;;;;;;;
1830;conventional;2015;Plains;;;;;;;
1831;conventional;2015;Plains;;;;;;;
1832;conventional;2015;Plains;;;;;;;
1833;conventional;2015;Plains;;;;;;;
1834;conventional;2015;Plains;;;;;;;
1835;conventional;2015;Plains;;;;;;;
1836;conventional;2015;Plains;;;;;;;
1837;conventional;2015;Plains;;;;;;;
1838;conventional;2015;Plains;;;;;;;
1839;conventional;2015;Plains;;;;;;;
1840;conventional;2015;Plains;;;;;;;
1841;conventional;2015;Plains;;;;;;;
1842;conventional;2015;Plains;;;;;;;
1843;conventional;2015;Plains;;;;;;;
1844;conventional;2015;Plains;;;;;;;
1845;conventional;2015;Plains;;;;;;;
1846;conventional;2015;Plains;;;;;;;
1847;conventional;2015;Plains;;;;;;;
1848;conventional;2015;Plains;;;;;;;
1849;conventional;2015;Plains;;;;;;;
1850;conventional;2015;Plains;;;;;;;
1851;conventional;2015;Plains;;;;;;;
1852;conventional;2015;Plains;;;;;;;
1853;conventional;2015;Plains;;;;;;;
1854;conventional;2015;Plains;;;;;;;
1855;conventional;2015;Plains;;;;;;;
1856;conventional;2015;Plains;;;;;;;
1857;conventional;2015;Plains;;;;;;;
1858;conventional;2015;Plains;;;;;;;
1859;conventional;2015;Plains;;;;;;;
1860;conventional;2015;Plains;;;;;;;
1861;conventional;2015;Plains;;;;;;;
1862;conventional;2015;Plains;;;;;;;
1863;conventional;2015;Plains;;;;;;;
1864;conventional;2015;Plains;;;;;;;
1865;conventional;2015;Plains;;;;;;;
1866;conventional;2015;Plains;;;;;;;
1867;conventional;2015;Plains;;;;;;;
1868;conventional;2015;Plains;;;;;;;
1869;conventional;2015;Plains;;;;;;;
1870;conventional;2015;Plains;;;;;;;
1871;conventional;2015;Plains;;;;;;;
1872;conventional;2015;Plains;;;;;;;
1873;conventional;2015;Portland;;;;;;;
1874;conventional;2015;Portland;;;;;;;
1875;conventional;2015;Portland;;;;;;;
1876;conventional;2015;Portland;;;;;;;
1877;conventional;2015;Portland;;;;;;;
1878;conventional;2015;Portland;;;;;;;
1879;conventional;2015;Portland;;;;;;;
1880;conventional;2015;Portland;;;;;;;
1881;conventional;2015;Portland;;;;;;;
1882;conventional;2015;Portland;;;;;;;
1883;conventional;2015;Portland;;;;;;;
1884;conventional;2015;Portland;;;;;;;
1885;conventional;2015;Portland;;;;;;;
1886;conventional;2015;Portland;;;;;;;
1887;conventional;2015;Portland;;;;;;;
1888;conventional;2015;Portland;;;;;;;
1889;conventional;2015;Portland;;;;;;;
1890;conventional;2015;Portland;;;;;;;
1891;conventional;2015;Portland;;;;;;;
1892;conventional;2015;Portland;;;;;;;
1893;conventional;2015;Portland;;;;;;;
1894;conventional;2015;Portland;;;;;;;
1895;conventional;2015;Portland;;;;;;;
1896;conventional;2015;Portland;;;;;;;
1897;conventional;2015;Portland;;;;;;;
1898;conventional;2015;Portland;;;;;;;
1899;conventional;2015;Portland;;;;;;;
1900;conventional;2015;Portland;;;;;;;
1901;conventional;2015;Portland;;;;;;;
1902;conventional;2015;Portland;;;;;;;
1903;conventional;2015;Portland;;;;;;;
1904;conventional;2015;Portland;;;;;;;
1905;conventional;2015;Portland;;;;;;;
1906;conventional;2015;Portland;;;;;;;
1907;conventional;2015;Portland;;;;;;;
1908;conventional;2015;Portland;;;;;;;
1909;conventional;2015;Portland;;;;;;;
1910;conventional;2015;Portland;;;;;;;
1911;conventional;2015;Portland;;;;;;;
1912;conventional;2015;Portland;;;;;;;
1913;conventional;2015;Portland;;;;;;;
1914;conventional;2015;Portland;;;;;;;
1915;conventional;2015;Portland;;;;;;;
1916;conventional;2015;Portland;;;;;;;
1917;conventional;2015;Portland;;;;;;;
1918;conventional;2015;Portland;;;;;;;
1919;conventional;2015;Portland;;;;;;;
1920;conventional;2015;Portland;;;;;;;
1921;conventional;2015;Portland;;;;;;;
1922;conventional;2015;Portland;;;;;;;
1923;conventional;2015;Portland;;;;;;;
1924;conventional;2015;Portland;;;;;;;
1925;conventional;2015;RaleighGreensboro;;;;;;;
1926;conventional;2015;RaleighGreensboro;;;;;;;
1927;conventional;2015;RaleighGreensboro;;;;;;;
1928;conventional;2015;RaleighGreensboro;;;;;;;
1929;conventional;2015;RaleighGreensboro;;;;;;;
1930;conventional;2015;RaleighGreensboro;;;;;;;
1931;conventional;2015;RaleighGreensboro;;;;;;;
1932;conventional;2015;RaleighGreensboro;;;;;;;
1933;conventional;2015;RaleighGreensboro;;;;;;;
1934;conventional;2015;RaleighGreensboro;;;;;;;
1935;conventional;2015;RaleighGreensboro;;;;;;;
1936;conventional;2015;RaleighGreensboro;;;;;;;
1937;conventional;2015;RaleighGreensboro;;;;;;;
1938;conventional;2015;RaleighGreensboro;;;;;;;
1939;conventional;2015;RaleighGreensboro;;;;;;;
1940;conventional;2015;RaleighGreensboro;;;;;;;
1941;conventional;2015;RaleighGreensboro;;;;;;;
1942;conventional;2015;RaleighGreensboro;;;;;;;
1943;conventional;2015;RaleighGreensboro;;;;;;;
1944;conventional;2015;RaleighGreensboro;;;;;;;
1945;conventional;2015;RaleighGreensboro;;;;;;;
1946;conventional;2015;RaleighGreensboro;;;;;;;
1947;conventional;2015;RaleighGreensboro;;;;;;;
1948;conventional;2015;RaleighGreensboro;;;;;;;
1949;conventional;2015;RaleighGreensboro;;;;;;;
1950;conventional;2015;RaleighGreensboro;;;;;;;
1951;conventional;2015;RaleighGreensboro;;;;;;;
1952;conventional;2015;RaleighGreensboro;;;;;;;
1953;conventional;2015;RaleighGreensboro;;;;;;;
1954;conventional;2015;RaleighGreensboro;;;;;;;
1955;conventional;2015;RaleighGreensboro;;;;;;;
1956;conventional;2015;RaleighGreensboro;;;;;;;
1957;conventional;2015;RaleighGreensboro;;;;;;;
1958;conventional;2015;RaleighGreensboro;;;;;;;
1959;conventional;2015;RaleighGreensboro;;;;;;;
1960;conventional;2015;RaleighGreensboro;;;;;;;
1961;conventional;2015;RaleighGreensboro;;;;;;;
1962;conventional;2015;RaleighGreensboro;;;;;;;
1963;conventional;2015;RaleighGreensboro;;;;;;;
1964;conventional;2015;RaleighGreensboro;;;;;;;
1965;conventional;2015;RaleighGreensboro;;;;;;;
1966;conventional;2015;RaleighGreensboro;;;;;;;
1967;conventional;2015;RaleighGreensboro;;;;;;;
1968;conventional;2015;RaleighGreensboro;;;;;;;
1969;conventional;2015;RaleighGreensboro;;;;;;;
1970;conventional;2015;RaleighGreensboro;;;;;;;
1971;conventional;2015;RaleighGreensboro;;;;;;;
1972;conventional;2015;RaleighGreensboro;;;;;;;
1973;conventional;2015;RaleighGreensboro;;;;;;;
1974;conventional;2015;RaleighGreensboro;;;;;;;
1975;conventional;2015;RaleighGreensboro;;;;;;;
1976;conventional;2015;RaleighGreensboro;;;;;;;
1977;conventional;2015;RichmondNorfolk;;;;;;;
1978;conventional;2015;RichmondNorfolk;;;;;;;
1979;conventional;2015;RichmondNorfolk;;;;;;;
1980;conventional;2015;RichmondNorfolk;;;;;;;
1981;conventional;2015;RichmondNorfolk;;;;;;;
1982;conventional;2015;RichmondNorfolk;;;;;;;
1983;conventional;2015;RichmondNorfolk;;;;;;;
1984;conventional;2015;RichmondNorfolk;;;;;;;
1985;conventional;2015;RichmondNorfolk;;;;;;;
1986;conventional;2015;RichmondNorfolk;;;;;;;
1987;conventional;2015;RichmondNorfolk;;;;;;;
1988;conventional;2015;RichmondNorfolk;;;;;;;
1989;conventional;2015;RichmondNorfolk;;;;;;;
1990;conventional;2015;RichmondNorfolk;;;;;;;
1991;conventional;2015;RichmondNorfolk;;;;;;;
1992;conventional;2015;RichmondNorfolk;;;;;;;
1993;conventional;2015;RichmondNorfolk;;;;;;;
1994;conventional;2015;RichmondNorfolk;;;;;;;
1995;conventional;2015;RichmondNorfolk;;;;;;;
1996;conventional;2015;RichmondNorfolk;;;;;;;
1997;conventional;2015;RichmondNorfolk;;;;;;;
1998;conventional;2015;RichmondNorfolk;;;;;;;
1999;conventional;2015;RichmondNorfolk;;;;;;;
2000;conventional;2015;RichmondNorfolk;;;;;;;
2001;conventional;2015;RichmondNorfolk;;;;;;;
2002;conventional;2015;RichmondNorfolk;;;;;;;
2003;conventional;2015;RichmondNorfolk;;;;;;;
2004;conventional;2015;RichmondNorfolk;;;;;;;
2005;conventional;2015;RichmondNorfolk;;;;;;;
2006;conventional;2015;RichmondNorfolk;;;;;;;
2007;conventional;2015;RichmondNorfolk;;;;;;;
2008;conventional;2015;RichmondNorfolk;;;;;;;
2009;conventional;2015;RichmondNorfolk;;;;;;;
2010;conventional;2015;RichmondNorfolk;;;;;;;
2011;conventional;2015;RichmondNorfolk;;;;;;;
2012;conventional;2015;RichmondNorfolk;;;;;;;
2013;conventional;2015;RichmondNorfolk;;;;;;;
2014;conventional;2015;RichmondNorfolk;;;;;;;
2015;conventional;2015;RichmondNorfolk;;;;;;;
2016;conventional;2015;RichmondNorfolk;;;;;;;
2017;conventional;2015;RichmondNorfolk;;;;;;;
2018;conventional;2015;RichmondNorfolk;;;;;;;
2019;conventional;2015;RichmondNorfolk;;;;;;;
2020;conventional;2015;RichmondNorfolk;;;;;;;
2021;conventional;2015;RichmondNorfolk;;;;;;;
2022;conventional;2015;RichmondNorfolk;;;;;;;
2023;conventional;2015;RichmondNorfolk;;;;;;;
2024;conventional;2015;RichmondNorfolk;;;;;;;
2025;conventional;2015;RichmondNorfolk;;;;;;;
2026;conventional;2015;RichmondNorfolk;;;;;;;
2027;conventional;2015;RichmondNorfolk;;;;;;;
2028;conventional;2015;RichmondNorfolk;;;;;;;
2029;conventional;2015;Roanoke;;;;;;;
2030;conventional;2015;Roanoke;;;;;;;
2031;conventional;2015;Roanoke;;;;;;;
2032;conventional;2015;Roanoke;;;;;;;
2033;conventional;2015;Roanoke;;;;;;;
2034;conventional;2015;Roanoke;;;;;;;
2035;conventional;2015;Roanoke;;;;;;;
2036;conventional;2015;Roanoke;;;;;;;
2037;conventional;2015;Roanoke;;;;;;;
2038;conventional;2015;Roanoke;;;;;;;
2039;conventional;2015;Roanoke;;;;;;;
2040;conventional;2015;Roanoke;;;;;;;
2041;conventional;2015;Roanoke;;;;;;;
2042;conventional;2015;Roanoke;;;;;;;
2043;conventional;2015;Roanoke;;;;;;;
2044;conventional;2015;Roanoke;;;;;;;
2045;conventional;2015;Roanoke;;;;;;;
2046;conventional;2015;Roanoke;;;;;;;
2047;conventional;2015;Roanoke;;;;;;;
2048;conventional;2015;Roanoke;;;;;;;
2049;conventional;2015;Roanoke;;;;;;;
2050;conventional;2015;Roanoke;;;;;;;
2051;conventional;2015;Roanoke;;;;;;;
2052;conventional;2015;Roanoke;;;;;;;
2053;conventional;2015;Roanoke;;;;;;;
2054;conventional;2015;Roanoke;;;;;;;
2055;conventional;2015;Roanoke;;;;;;;
2056;conventional;2015;Roanoke;;;;;;;
2057;conventional;2015;Roanoke;;;;;;;
2058;conventional;2015;Roanoke;;;;;;;
2059;conventional;2015;Roanoke;;;;;;;
2060;conventional;2015;Roanoke;;;;;;;
2061;conventional;2015;Roanoke;;;;;;;
2062;conventional;2015;Roanoke;;;;;;;
2063;conventional;2015;Roanoke;;;;;;;
2064;conventional;2015;Roanoke;;;;;;;
2065;conventional;2015;Roanoke;;;;;;;
2066;conventional;2015;Roanoke;;;;;;;
2067;conventional;2015;Roanoke;;;;;;;
2068;conventional;2015;Roanoke;;;;;;;
2069;conventional;2015;Roanoke;;;;;;;
2070;conventional;2015;Roanoke;;;;;;;
2071;conventional;2015;Roanoke;;;;;;;
2072;conventional;2015;Roanoke;;;;;;;
2073;conventional;2015;Roanoke;;;;;;;
2074;conventional;2015;Roanoke;;;;;;;
2075;conventional;2015;Roanoke;;;;;;;
2076;conventional;2015;Roanoke;;;;;;;
2077;conventional;2015;Roanoke;;;;;;;
2078;conventional;2015;Roanoke;;;;;;;
2079;conventional;2015;Roanoke;;;;;;;
2080;conventional;2015;Roanoke;;;;;;;
2081;conventional;2015;Sacramento;;;;;;;
2082;conventional;2015;Sacramento;;;;;;;
2083;conventional;2015;Sacramento;;;;;;;
2084;conventional;2015;Sacramento;;;;;;;
2085;conventional;2015;Sacramento;;;;;;;
2086;conventional;2015;Sacramento;;;;;;;
2087;conventional;2015;Sacramento;;;;;;;
2088;conventional;2015;Sacramento;;;;;;;
2089;conventional;2015;Sacramento;;;;;;;
2090;conventional;2015;Sacramento;;;;;;;
2091;conventional;2015;Sacramento;;;;;;;
2092;conventional;2015;Sacramento;;;;;;;
2093;conventional;2015;Sacramento;;;;;;;
2094;conventional;2015;Sacramento;;;;;;;
2095;conventional;2015;Sacramento;;;;;;;
2096;conventional;2015;Sacramento;;;;;;;
2097;conventional;2015;Sacramento;;;;;;;
2098;conventional;2015;Sacramento;;;;;;;
2099;conventional;2015;Sacramento;;;;;;;
2100;conventional;2015;Sacramento;;;;;;;
2101;conventional;2015;Sacramento;;;;;;;
2102;conventional;2015;Sacramento;;;;;;;
2103;conventional;2015;Sacramento;;;;;;;
2104;conventional;2015;Sacramento;;;;;;;
2105;conventional;2015;Sacramento;;;;;;;
2106;conventional;2015;Sacramento;;;;;;;
2107;conventional;2015;Sacramento;;;;;;;
2108;conventional;2015;Sacramento;;;;;;;
2109;conventional;2015;Sacramento;;;;;;;
2110;conventional;2015;Sacramento;;;;;;;
2111;conventional;2015;Sacramento;;;;;;;
2112;conventional;2015;Sacramento;;;;;;;
2113;conventional;2015;Sacramento;;;;;;;
2114;conventional;2015;Sacramento;;;;;;;
2115;conventional;2015;Sacramento;;;;;;;
2116;conventional;2015;Sacramento;;;;;;;
2117;conventional;2015;Sacramento;;;;;;;
2118;conventional;2015;Sacramento;;;;;;;
2119;conventional;2015;Sacramento;;;;;;;
2120;conventional;2015;Sacramento;;;;;;;
2121;conventional;2015;Sacramento;;;;;;;
2122;conventional;2015;Sacramento;;;;;;;
2123;conventional;2015;Sacramento;;;;;;;
2124;conventional;2015;Sacramento;;;;;;;
2125;conventional;2015;Sacramento;;;;;;;
2126;conventional;2015;Sacramento;;;;;;;
2127;conventional;2015;Sacramento;;;;;;;
2128;conventional;2015;Sacramento;;;;;;;
2129;conventional;2015;Sacramento;;;;;;;
2130;conventional;2015;Sacramento;;;;;;;
2131;conventional;2015;Sacramento;;;;;;;
2132;conventional;2015;Sacramento;;;;;;;
2133;conventional;2015;SanDiego;;;;;;;
2134;conventional;2015;SanDiego;;;;;;;
2135;conventional;2015;SanDiego;;;;;;;
2136;conventional;2015;SanDiego;;;;;;;
2137;conventional;2015;SanDiego;;;;;;;
2138;conventional;2015;SanDiego;;;;;;;
2139;conventional;2015;SanDiego;;;;;;;
2140;conventional;2015;SanDiego;;;;;;;
2141;conventional;2015;SanDiego;;;;;;;
2142;conventional;2015;SanDiego;;;;;;;
2143;conventional;2015;SanDiego;;;;;;;
2144;conventional;2015;SanDiego;;;;;;;
2145;conventional;2015;SanDiego;;;;;;;
2146;conventional;2015;SanDiego;;;;;;;
2147;conventional;2015;SanDiego;;;;;;;
2148;conventional;2015;SanDiego;;;;;;;
2149;conventional;2015;SanDiego;;;;;;;
2150;conventional;2015;SanDiego;;;;;;;
2151;conventional;2015;SanDiego;;;;;;;
2152;conventional;2015;SanDiego;;;;;;;
2153;conventional;2015;SanDiego;;;;;;;
2154;conventional;2015;SanDiego;;;;;;;
2155;conventional;2015;SanDiego;;;;;;;
2156;conventional;2015;SanDiego;;;;;;;
2157;conventional;2015;SanDiego;;;;;;;
2158;conventional;2015;SanDiego;;;;;;;
2159;conventional;2015;SanDiego;;;;;;;
2160;conventional;2015;SanDiego;;;;;;;
2161;conventional;2015;SanDiego;;;;;;;
2162;conventional;2015;SanDiego;;;;;;;
2163;conventional;2015;SanDiego;;;;;;;
2164;conventional;2015;SanDiego;;;;;;;
2165;conventional;2015;SanDiego;;;;;;;
2166;conventional;2015;SanDiego;;;;;;;
2167;conventional;2015;SanDiego;;;;;;;
2168;conventional;2015;SanDiego;;;;;;;
2169;conventional;2015;SanDiego;;;;;;;
2170;conventional;2015;SanDiego;;;;;;;
2171;conventional;2015;SanDiego;;;;;;;
2172;conventional;2015;SanDiego;;;;;;;
2173;conventional;2015;SanDiego;;;;;;;
2174;conventional;2015;SanDiego;;;;;;;
2175;conventional;2015;SanDiego;;;;;;;
2176;conventional;2015;SanDiego;;;;;;;
2177;conventional;2015;SanDiego;;;;;;;
2178;conventional;2015;SanDiego;;;;;;;
2179;conventional;2015;SanDiego;;;;;;;
2180;conventional;2015;SanDiego;;;;;;;
2181;conventional;2015;SanDiego;;;;;;;
2182;conventional;2015;SanDiego;;;;;;;
